epoch,train_mae,test_mae
1,0.8575,2.5011,1.5103,7.669
2,0.6719,1.9176,1.0148,5.1476
3,0.2757,1.4295,0.2131,3.2042
4,0.2141,1.2118,0.1263,2.3803
5,0.1952,1.1091,0.104,2.0218
6,0.1876,1.0751,0.0955,1.915
7,0.1876,1.1155,0.0939,2.0986
8,0.2014,1.1815,0.1031,2.3488
9,0.221,1.1252,0.1201,2.1666
10,0.2061,1.1002,0.1078,2.0859
11,0.2018,1.1285,0.1046,2.1861
12,0.2169,1.0505,0.1177,1.9007
13,0.1946,1.0215,0.0992,1.812
14,0.1897,0.9901,0.0955,1.7095
15,0.1841,1.0401,0.0914,1.8604
16,0.1992,1.0625,0.1026,1.9472
17,0.2,1.0211,0.1023,1.8034
18,0.1858,1.0052,0.092,1.7495
19,0.1817,1.0166,0.089,1.7749
20,0.1846,0.9933,0.0906,1.708
21,0.1794,0.9842,0.0871,1.6794
22,0.1778,0.9842,0.086,1.6792
23,0.1778,0.9734,0.0858,1.6485
24,0.1762,0.9719,0.0847,1.6421
25,0.1759,0.9699,0.0845,1.6388
26,0.1758,0.9719,0.0843,1.6428
27,0.1772,0.9637,0.0851,1.6181
28,0.1751,0.9598,0.0838,1.6033
29,0.1744,0.9612,0.0833,1.6048
30,0.1742,0.9581,0.0831,1.5978
31,0.1743,0.9545,0.0831,1.5851
32,0.1735,0.9748,0.0826,1.6318
33,0.1772,0.9578,0.0847,1.5857
34,0.1745,0.9557,0.0831,1.5822
35,0.1742,0.9732,0.0829,1.63
36,0.1774,0.9737,0.0848,1.6348
37,0.1757,0.9712,0.0831,1.6269
38,0.175,0.969,0.0826,1.6194
39,0.1744,0.9673,0.0823,1.6135
40,0.174,0.9665,0.082,1.6101
41,0.1736,0.9655,0.0818,1.6066
42,0.1734,0.9644,0.0816,1.6029
43,0.1731,0.9639,0.0815,1.6016
44,0.173,0.9626,0.0814,1.5979
45,0.1727,0.9614,0.0812,1.5943
46,0.1725,0.9607,0.0811,1.5923
47,0.1724,0.9597,0.081,1.5893
48,0.1722,0.9588,0.0809,1.5868
49,0.172,0.9579,0.0808,1.5847
50,0.172,0.9572,0.0808,1.5827
51,0.1718,0.9565,0.0807,1.5805
52,0.1717,0.9559,0.0806,1.5781
53,0.1716,0.9549,0.0806,1.5755
54,0.1716,0.9544,0.0805,1.573
55,0.1715,0.9536,0.0805,1.5716
56,0.1715,0.9537,0.0804,1.572
57,0.1714,0.9533,0.0804,1.5704
58,0.1713,0.9529,0.0803,1.5693
59,0.1713,0.953,0.0803,1.569
60,0.1713,0.9518,0.0803,1.5655
