epoch,train_mae,test_mae
1,0.8747,2.5755,1.5134,8.0112
2,0.739,2.0,1.1351,5.4776
3,0.2865,1.4359,0.2308,3.1921
4,0.2202,1.1957,0.1313,2.3106
5,0.2038,1.0921,0.1097,1.978
6,0.1968,1.0444,0.1016,1.8293
7,0.1933,1.0127,0.0982,1.7231
8,0.1907,0.9914,0.0957,1.6518
9,0.1896,0.9915,0.0943,1.653
10,0.1882,0.9833,0.0933,1.6249
11,0.1878,0.9779,0.0927,1.6095
12,0.187,0.969,0.0921,1.5788
13,0.1865,0.9598,0.0916,1.5606
14,0.1866,0.9545,0.0915,1.5414
15,0.1862,0.9456,0.0912,1.5119
16,0.1857,0.9528,0.091,1.5414
17,0.1861,0.9552,0.091,1.536
18,0.1854,0.9462,0.0905,1.5225
19,0.1858,0.9461,0.0909,1.5139
20,0.1862,0.9495,0.0909,1.524
21,0.1858,0.9399,0.0908,1.5052
22,0.182,0.9258,0.0872,1.4614
23,0.1776,0.9199,0.0841,1.4365
24,0.1764,0.9162,0.0833,1.4254
25,0.1757,0.9143,0.0828,1.4193
26,0.1754,0.9091,0.0825,1.4072
27,0.175,0.9088,0.0823,1.4028
28,0.1747,0.9062,0.0821,1.3969
29,0.1746,0.9052,0.0819,1.3916
30,0.1744,0.9048,0.0818,1.3887
31,0.1742,0.9059,0.0816,1.3893
32,0.174,0.9061,0.0815,1.3907
33,0.1738,0.9031,0.0813,1.385
34,0.1738,0.9002,0.0812,1.375
35,0.1737,0.9008,0.0811,1.377
36,0.1736,0.9035,0.081,1.3869
37,0.1735,0.9022,0.0809,1.3812
38,0.1733,0.9057,0.0808,1.3878
39,0.1732,0.905,0.0807,1.3856
40,0.1732,0.9043,0.0807,1.3841
41,0.173,0.9029,0.0805,1.3819
42,0.1719,0.9025,0.0795,1.3801
43,0.1717,0.9013,0.0793,1.3769
44,0.1716,0.9009,0.0793,1.3747
45,0.1714,0.9005,0.0792,1.3734
46,0.1713,0.8996,0.0791,1.3709
47,0.1712,0.8994,0.0791,1.37
48,0.1712,0.8991,0.079,1.3687
49,0.1711,0.8987,0.079,1.368
50,0.171,0.8986,0.0789,1.3673
51,0.171,0.8983,0.0789,1.3657
52,0.1709,0.8978,0.0789,1.3643
53,0.1709,0.8978,0.0788,1.3643
54,0.1708,0.8979,0.0788,1.3645
55,0.1708,0.8976,0.0788,1.364
56,0.1708,0.8979,0.0787,1.3637
57,0.1707,0.8975,0.0787,1.3626
58,0.1707,0.8976,0.0787,1.363
59,0.1707,0.8971,0.0787,1.3617
60,0.1706,0.8973,0.0787,1.3621
