epoch,train_mae,test_mae
1,0.8753,2.6129,1.5108,8.1869
2,0.8744,2.6007,1.5078,8.1184
3,0.6515,1.849,0.9299,4.823
4,0.2559,1.2773,0.1966,2.5872
5,0.2021,1.0477,0.1199,1.7599
6,0.1883,0.9346,0.1019,1.3969
7,0.183,0.8737,0.0955,1.2181
8,0.1805,0.8388,0.0925,1.1272
9,0.1792,0.8229,0.091,1.0789
10,0.1783,0.8146,0.0901,1.0551
11,0.1781,0.8026,0.0896,1.0285
12,0.1768,0.7939,0.0884,1.0078
13,0.1757,0.7928,0.0875,1.0046
14,0.1755,0.7923,0.0874,1.0023
15,0.1754,0.7899,0.0873,0.9955
16,0.1753,0.7893,0.0872,0.9938
17,0.1752,0.7877,0.0871,0.9902
18,0.1752,0.788,0.0871,0.9893
19,0.1752,0.7885,0.0871,0.9886
20,0.1751,0.7873,0.087,0.9858
21,0.1751,0.7873,0.087,0.9866
22,0.1751,0.7866,0.087,0.986
23,0.175,0.7853,0.0869,0.9828
24,0.175,0.7858,0.0869,0.9818
25,0.175,0.7843,0.0869,0.9776
26,0.175,0.7817,0.0868,0.9738
27,0.1749,0.7815,0.0868,0.973
28,0.1749,0.7826,0.0868,0.9751
29,0.1749,0.7817,0.0868,0.9726
30,0.1749,0.7801,0.0867,0.9703
31,0.1749,0.7822,0.0867,0.9732
32,0.1746,0.7818,0.0864,0.9723
33,0.1745,0.7815,0.0864,0.9715
34,0.1745,0.7813,0.0864,0.971
35,0.1745,0.781,0.0864,0.9701
36,0.1745,0.7807,0.0863,0.9697
37,0.1745,0.7806,0.0863,0.9693
38,0.1744,0.7804,0.0863,0.9691
39,0.1744,0.7804,0.0863,0.9689
40,0.1744,0.7804,0.0863,0.9689
41,0.1744,0.7802,0.0863,0.9687
42,0.1744,0.7801,0.0863,0.9681
43,0.1744,0.7799,0.0863,0.9676
44,0.1744,0.7796,0.0863,0.9673
45,0.1744,0.7797,0.0863,0.9672
46,0.1744,0.7798,0.0863,0.9675
47,0.1744,0.7797,0.0863,0.9671
48,0.1744,0.7796,0.0863,0.9669
49,0.1744,0.7793,0.0863,0.9662
50,0.1744,0.7792,0.0863,0.9661
51,0.1744,0.7791,0.0863,0.9659
52,0.1744,0.7791,0.0863,0.9656
53,0.1744,0.779,0.0863,0.9654
54,0.1744,0.7789,0.0863,0.9652
55,0.1744,0.7788,0.0863,0.9651
56,0.1744,0.7789,0.0863,0.9653
57,0.1743,0.779,0.0863,0.9655
58,0.1743,0.779,0.0863,0.9656
59,0.1743,0.7791,0.0863,0.9658
60,0.1743,0.7791,0.0863,0.9658
