epoch,train_mae,test_mae
1,0.8733,2.4869,1.5248,7.617
2,0.6741,1.8553,0.9995,4.8745
3,0.2747,1.3973,0.2006,3.0491
4,0.2182,1.2424,0.1229,2.5041
5,0.2103,1.1746,0.1098,2.2782
6,0.2062,1.0958,0.1046,2.0065
7,0.1907,1.1129,0.0929,2.0619
8,0.1993,1.1006,0.0984,2.0328
9,0.1945,1.069,0.0947,1.9309
10,0.1894,1.0657,0.091,1.9255
11,0.1886,1.1323,0.0902,2.1826
12,0.2063,1.0943,0.1025,2.0485
13,0.1925,1.0698,0.0922,1.9666
14,0.1864,1.0582,0.0878,1.9272
15,0.1839,1.0485,0.086,1.8927
16,0.182,1.0397,0.0847,1.8637
17,0.1805,1.0371,0.0836,1.8519
18,0.1798,1.0382,0.083,1.8632
19,0.1808,1.0283,0.0836,1.8268
20,0.1784,1.0235,0.0819,1.813
21,0.1781,1.0224,0.0817,1.8063
22,0.1777,1.0316,0.0814,1.8399
23,0.1807,1.0223,0.0831,1.807
24,0.1787,1.0141,0.0819,1.7805
25,0.1769,1.0143,0.0808,1.776
26,0.1767,1.023,0.0806,1.7974
27,0.1787,1.0152,0.0818,1.7734
28,0.1763,1.0179,0.0803,1.7859
29,0.1773,1.0122,0.0808,1.7664
30,0.1759,1.0228,0.0799,1.7987
31,0.1781,1.0166,0.0812,1.7817
32,0.1759,1.0146,0.0794,1.7749
33,0.1753,1.0129,0.0791,1.7694
34,0.1748,1.0113,0.0788,1.7647
35,0.1745,1.0103,0.0786,1.7607
36,0.1742,1.0092,0.0784,1.7581
37,0.174,1.0083,0.0782,1.7549
38,0.1738,1.0075,0.0781,1.7523
39,0.1736,1.0067,0.078,1.749
40,0.1734,1.006,0.0779,1.7471
41,0.1733,1.0056,0.0778,1.7457
42,0.1731,1.0059,0.0777,1.7452
43,0.1731,1.0056,0.0777,1.7447
44,0.173,1.0048,0.0776,1.7419
45,0.1728,1.0045,0.0775,1.7409
46,0.1727,1.0028,0.0774,1.7362
47,0.1727,1.0024,0.0774,1.7356
48,0.1726,1.0016,0.0774,1.7335
49,0.1725,1.0016,0.0773,1.733
50,0.1724,1.0011,0.0773,1.7316
51,0.1723,1.0009,0.0772,1.7294
52,0.1723,1.0009,0.0771,1.7298
53,0.1722,1.0007,0.0771,1.7291
54,0.1721,1.0004,0.077,1.7281
55,0.172,1.0003,0.077,1.7291
56,0.172,0.9999,0.077,1.7276
57,0.1719,0.9998,0.0769,1.7263
58,0.1719,0.999,0.0769,1.724
59,0.1718,0.9984,0.0768,1.722
60,0.1718,0.9981,0.0768,1.7208
