epoch,train_mae,test_mae
1,3.5858,3.6027,14.1028,14.3477
2,2.7768,1.8248,9.5373,4.8175
3,0.9187,1.1484,1.4118,2.1242
4,0.7845,0.971,0.9993,1.5257
5,0.7556,0.9127,0.9223,1.3492
6,0.748,0.8784,0.9033,1.2617
7,0.7442,0.8655,0.8919,1.2272
8,0.7429,0.8606,0.8909,1.2093
9,0.7432,0.8522,0.8896,1.1954
10,0.7415,0.8493,0.8869,1.1841
11,0.743,0.8463,0.8896,1.1791
12,0.741,0.8451,0.8868,1.1689
13,0.7411,0.8408,0.8867,1.1671
14,0.7417,0.846,0.8864,1.1798
15,0.7436,0.8348,0.8906,1.1492
16,0.7434,0.8332,0.8918,1.155
17,0.7429,0.8414,0.8917,1.1641
18,0.7449,0.8361,0.8963,1.1611
19,0.7438,0.8419,0.8937,1.1663
20,0.7437,0.8382,0.8939,1.1413
21,0.7451,0.8437,0.8976,1.1825
22,0.7454,0.843,0.8985,1.1757
23,0.746,0.8403,0.8992,1.1595
24,0.7434,0.8409,0.893,1.1666
25,0.7476,0.842,0.9031,1.1576
26,0.7472,0.8376,0.901,1.1679
27,0.7478,0.8361,0.9041,1.1639
28,0.7495,0.8425,0.9072,1.1796
29,0.7506,0.8442,0.9107,1.181
30,0.7505,0.8485,0.9114,1.1908
31,0.7504,0.8487,0.9108,1.1975
32,0.7284,0.822,0.8571,1.1282
33,0.709,0.8161,0.8116,1.1155
34,0.705,0.8123,0.8023,1.1056
35,0.7035,0.8092,0.7988,1.101
36,0.703,0.8095,0.7973,1.0963
37,0.7024,0.807,0.7957,1.0921
38,0.7018,0.8123,0.7943,1.1
39,0.7017,0.8107,0.7936,1.094
40,0.7016,0.8136,0.7935,1.0959
41,0.7012,0.811,0.7925,1.0958
42,0.7012,0.8123,0.792,1.0946
43,0.7005,0.8093,0.7908,1.0919
44,0.7003,0.8082,0.7902,1.0905
45,0.7004,0.8091,0.7902,1.0873
46,0.7004,0.8065,0.7897,1.0848
47,0.6999,0.8059,0.7894,1.0827
48,0.6998,0.8067,0.7892,1.0845
49,0.6999,0.8074,0.7891,1.0833
50,0.6995,0.8079,0.7889,1.083
51,0.6996,0.8087,0.7884,1.0825
52,0.6929,0.8069,0.7731,1.0786
53,0.6913,0.8058,0.7694,1.0765
54,0.6904,0.8054,0.7675,1.075
55,0.6899,0.8048,0.7663,1.0739
56,0.6895,0.8043,0.7655,1.0733
57,0.6892,0.8042,0.7649,1.0735
58,0.689,0.8038,0.7645,1.0726
59,0.6888,0.8036,0.7641,1.0718
60,0.6887,0.8033,0.7637,1.0709
