epoch,train_mae,test_mae
1,3.5862,3.6047,14.107,14.3587
2,2.8667,2.0296,9.9639,5.7436
3,0.9854,1.2479,1.6199,2.4671
4,0.7938,1.0053,1.0258,1.6243
5,0.7557,0.9048,0.9181,1.3101
6,0.7404,0.8577,0.8803,1.1843
7,0.7355,0.8336,0.8679,1.1189
8,0.7325,0.8201,0.8608,1.0833
9,0.7284,0.811,0.8529,1.0674
10,0.7288,0.8061,0.8532,1.0596
11,0.7272,0.8033,0.8501,1.0435
12,0.7254,0.8,0.846,1.0415
13,0.724,0.8003,0.8434,1.0337
14,0.7243,0.7979,0.8439,1.0331
15,0.7231,0.797,0.8425,1.0314
16,0.723,0.7973,0.8417,1.0359
17,0.7222,0.8059,0.8393,1.0558
18,0.7213,0.7962,0.8378,1.0388
19,0.7222,0.7936,0.8395,1.0283
20,0.7208,0.7956,0.8361,1.0245
21,0.7208,0.7928,0.8369,1.0246
22,0.7202,0.7949,0.8358,1.035
23,0.7203,0.7929,0.836,1.0203
24,0.72,0.7871,0.8356,1.0075
25,0.7198,0.7918,0.8345,1.0304
26,0.7187,0.7944,0.8333,1.0268
27,0.72,0.795,0.8345,1.0214
28,0.7185,0.7916,0.8313,1.0228
29,0.7193,0.7879,0.8329,1.0182
30,0.7183,0.7921,0.8309,1.0221
31,0.7187,0.7883,0.8317,1.0123
32,0.7102,0.7767,0.8146,0.9797
33,0.6977,0.7737,0.7857,0.9739
34,0.6964,0.7728,0.7819,0.969
35,0.6952,0.7719,0.7796,0.9665
36,0.6949,0.7707,0.7783,0.9638
37,0.6947,0.77,0.7777,0.9595
38,0.6938,0.7686,0.7767,0.9583
39,0.6938,0.7691,0.7762,0.961
40,0.6935,0.7691,0.7756,0.9622
41,0.6935,0.7684,0.7755,0.9587
42,0.6938,0.7706,0.7749,0.9632
43,0.6931,0.7698,0.7742,0.9619
44,0.6926,0.7689,0.7734,0.9606
45,0.6931,0.7702,0.7737,0.9639
46,0.6927,0.7691,0.7734,0.9609
47,0.6926,0.7686,0.7732,0.9595
48,0.6923,0.7692,0.7727,0.959
49,0.6923,0.771,0.7725,0.9608
50,0.6923,0.77,0.7724,0.9586
51,0.6923,0.7688,0.772,0.9581
52,0.6894,0.7685,0.7657,0.9561
53,0.6883,0.7685,0.7635,0.9557
54,0.6878,0.7684,0.7626,0.9549
55,0.6875,0.7681,0.762,0.9542
56,0.6874,0.7678,0.7617,0.9538
57,0.6872,0.7676,0.7613,0.953
58,0.6871,0.7673,0.7611,0.9525
59,0.687,0.7674,0.7609,0.9519
60,0.6869,0.7677,0.7607,0.9522
