epoch,train_mae,test_mae
1,3.5782,3.5986,14.0511,14.3209
2,2.3079,1.5748,7.0819,3.7253
3,0.8665,1.0612,1.2399,1.8192
4,0.7696,0.9207,0.9585,1.3738
5,0.7522,0.8741,0.9118,1.2316
6,0.7441,0.8454,0.8906,1.16
7,0.74,0.8353,0.8817,1.1379
8,0.7383,0.823,0.878,1.1075
9,0.7365,0.825,0.8739,1.1046
10,0.7352,0.822,0.8711,1.0953
11,0.7351,0.8152,0.8698,1.0863
12,0.7338,0.8251,0.8669,1.1028
13,0.7341,0.824,0.8693,1.1036
14,0.7344,0.8278,0.8699,1.106
15,0.7328,0.8244,0.8663,1.1018
16,0.7331,0.8202,0.8666,1.0986
17,0.7342,0.8191,0.8695,1.104
18,0.7347,0.8169,0.8701,1.0986
19,0.7344,0.8285,0.8696,1.1267
20,0.735,0.8174,0.872,1.0967
21,0.7342,0.8213,0.8703,1.1031
22,0.7339,0.8222,0.8698,1.1116
23,0.7354,0.8231,0.8725,1.1113
24,0.7334,0.823,0.8692,1.1184
25,0.7347,0.8221,0.8721,1.1188
26,0.735,0.8184,0.8717,1.1047
27,0.7343,0.8205,0.8715,1.0974
28,0.7352,0.8199,0.8729,1.1021
29,0.7351,0.8199,0.8736,1.0994
30,0.7351,0.8186,0.8725,1.097
31,0.7356,0.8211,0.8748,1.1041
32,0.7208,0.8012,0.8394,1.0538
33,0.7049,0.7982,0.8031,1.0449
34,0.7023,0.7942,0.797,1.0352
35,0.7012,0.7941,0.7946,1.0347
36,0.7005,0.7928,0.792,1.0306
37,0.7,0.7929,0.7904,1.0313
38,0.6996,0.7912,0.7896,1.0264
39,0.6994,0.7901,0.7888,1.025
40,0.6987,0.7913,0.7879,1.0281
41,0.6991,0.7916,0.788,1.0286
42,0.6986,0.7935,0.7868,1.0295
43,0.6984,0.7908,0.7864,1.0251
44,0.698,0.7927,0.7858,1.0298
45,0.698,0.7942,0.7854,1.0305
46,0.698,0.7918,0.785,1.0277
47,0.6975,0.7909,0.784,1.026
48,0.6973,0.7931,0.7836,1.03
49,0.6972,0.7924,0.7831,1.0297
50,0.697,0.7934,0.783,1.0298
51,0.697,0.7937,0.7824,1.031
52,0.6924,0.7928,0.7722,1.0289
53,0.6912,0.7919,0.7695,1.027
54,0.6905,0.7915,0.7682,1.0261
55,0.69,0.7912,0.7673,1.0254
56,0.6897,0.7905,0.7667,1.0243
57,0.6895,0.7901,0.7663,1.0236
58,0.6893,0.7899,0.7659,1.0231
59,0.6892,0.7897,0.7656,1.0227
60,0.689,0.7894,0.7653,1.0219
